Reference,Kikuyu,English
2 Corinthians 1:1,"Nĩ niĩ Paũlũ, mũtũmwo wa Kristũ Jesũ nĩ ũndũ wa kwenda kwa Ngai, tũrĩ na Timotheo mũrũ wa Ithe witũ, Twatũma marũa maya kũrĩ kanitha wa Ngai ũrĩa ũrĩ Korinitho, o hamwe na andũ othe aamũre arĩa marĩ Akaia guothe:","Paul, an apostle of Christ† Jesus through the will of God, and Timothy our brother, to the assembly of God which is at Corinth, with all the saints who are in the whole of Achaia:"
2 Corinthians 1:2,Wega na thayũ kuuma kũrĩ Ngai Ithe witũ o na Mwathani Jesũ Kristũ iroikara na inyuĩ.,Grace to you and peace from God our Father and the Lord Jesus Christ.
2 Corinthians 1:3,"Ngai na Ithe wa Mwathani witũ Jesũ Kristũ arogoocwo, o we Ithe witũ wa tha, na Ngai mwene ũhoro wothe wa kũũmanĩrĩria,","Blessed be the God and Father of our Lord Jesus Christ, the Father of mercies and God of all comfort,"
2 Corinthians 1:4,"ũrĩa ũtũũmagĩrĩria mathĩĩna-inĩ maitũ mothe, nĩguo na ithuĩ tũhotage kũhooreragia arĩa marĩ na thĩĩna o wothe na ũndũ wa kũũmĩrĩrio kũrĩa ithuĩ ene tũũmĩrĩirio nakuo nĩ Ngai.","who comforts us in all our affliction, that we may be able to comfort those who are in any affliction, through the comfort with which we ourselves are comforted by God."
2 Corinthians 1:5,"Nĩgũkorwo o ta ũrĩa kũnyariirwo gwa Kristũ kũingĩhĩte thĩinĩ witũ-rĩ, ũguo noguo kũũmanĩrĩria gwitũ kũingĩhĩte nĩ ũndũ wa Kristũ.","For as the sufferings of Christ abound to us, even so our comfort also abounds through Christ."
2 Corinthians 1:6,"Tũngĩthĩĩnio-rĩ, tũthĩĩnagio nĩguo mũũmĩrĩrio na mũhonokio; tũngĩũmĩrĩrio-rĩ, tũũmagĩrĩrio nĩguo na inyuĩ mũgĩe na ũũmĩrĩru, ũrĩa ũciaraga gũkirĩrĩria mũkĩnyariirwo na mathĩĩna o ta marĩa tũthĩĩnagio namo.","But if we are afflicted, it is for your comfort and salvation. If we are comforted, it is for your comfort, which produces in you the patient enduring of the same sufferings which we also suffer."
2 Corinthians 1:7,"Nakĩo kĩĩrĩgĩrĩro kĩrĩa tũrĩ nakĩo nĩ ũndũ wanyu nĩ kĩrũmu, tondũ nĩtũũĩ atĩ o ta ũrĩa mũgwatanagĩra na ithuĩ maũndũ-inĩ marĩa tũnyariiragwo namo-rĩ, no taguo mũgwatanagĩra na ithuĩ ũhoro-inĩ wa kũũmanĩrĩria o naguo.","Our hope for you is steadfast, knowing that, since you are partakers of the sufferings, so you are also of the comfort."
2 Corinthians 1:8,"Ariũ na aarĩ a Ithe witũ, tũtikwenda mũkorwo mũtooĩ mathĩĩna marĩa twarĩ namo bũrũri wa Asia. Twarĩ hatĩka-inĩ nene mũno makĩria ma ũrĩa tũngĩahotire gũkirĩrĩria, nginya ha ũhoro witũ wa gũtũũra muoyo tũkĩyũũmĩra tha.","For we don’t desire to have you uninformed, brothers,‡ concerning our affliction which happened to us in Asia: that we were weighed down exceedingly, beyond our power, so much that we despaired even of life."
2 Corinthians 1:9,"Ti-itherũ, ngoro-inĩ ciitũ twaiguaga tũtuĩrĩirwo gũkua. No kwahanĩkire ũguo nĩguo tũtikae kwĩĩhoka ithuĩ ene, no twĩhoke Ngai, ũrĩa ũriũkagia arĩa akuũ.","Yes, we ourselves have had the sentence of death within ourselves, that we should not trust in ourselves, but in God who raises the dead,"
2 Corinthians 1:10,"Nĩwe watũhonokirie ũgwati-inĩ ũcio wahaanaga wa gĩkuũ, na nowe ũgaatũhonokia. We nĩwe twĩrĩgĩrĩire atĩ no egũthiĩ na mbere gũtũhonokia,","who delivered us out of so great a death, and does deliver, on whom we have set our hope that he will also still deliver us,"
2 Corinthians 1:11,"inyuĩ na inyuĩ mũgĩtũteithagia na gũtũhoera. Nao andũ aingĩ nĩmarĩcookagia ngaatho nĩ ũndũ witũ, tondũ wa wega ũcio tũtugĩĩtwo naguo arĩ macookio ma mahooya ma andũ aingĩ.","you also helping together on our behalf by your supplication; that, for the gift given to us by means of many, thanks may be given by many persons on your§ behalf."
2 Corinthians 1:12,"Na rĩrĩ, ũndũ ũyũ nĩguo twĩrahagĩra: Thamiri ciitũ nĩcio itũmenyithagia atĩ mĩthiĩre iitũ ĩrĩa tũikaraga nayo gũkũ thĩ, na makĩria ũrĩa tũikaranagia na inyuĩ, nĩ ya ũtheru na ya ũhoro wa ma kuuma kũrĩ Ngai. Tũtiĩkaga ũguo kũringana na ũũgĩ wa thĩ, no nĩ kũringana na wega wa Ngai.","For our boasting is this: the testimony of our conscience that in holiness and sincerity of God, not in fleshly wisdom but in the grace of God, we behaved ourselves in the world, and more abundantly toward you."
2 Corinthians 1:13,"Nĩgũkorwo tũtiramwandĩkĩra ũndũ o na ũrĩkũ mũtangĩhota gũthoma kana gũtaũkĩrwo nĩguo. Na ngwĩhoka atĩ,","For we write no other things to you than what you read or even acknowledge, and I hope you will acknowledge to the end—"
2 Corinthians 1:14,"o ta ũrĩa mũtũmenyete hanini, nĩmũrĩtaũkĩrwo biũ atĩ no mũhote kwĩraha nĩ ũndũ witũ, o ta ũrĩa tũkeeraha nĩ ũndũ wanyu mũthenya ũrĩa wa Mwathani Jesũ.","as also you acknowledged us in part—that we are your boasting, even as you also are ours, in the day of our Lord Jesus."
2 Corinthians 1:15,"Na tondũ wa ũrĩa ndaarĩ na mwĩhoko wa ũndũ ũcio-rĩ, nĩndabangĩte njũke kwanyu mbere nĩguo mũgunĩke maita meerĩ.","In this confidence, I was determined to come first to you, that you might have a second benefit,"
2 Corinthians 1:16,"Ndabangĩte ndĩmũceerere ngĩthiĩ Makedonia, na njokere kũu kwanyu ngiuma Makedonia, na inyuĩ nĩguo mũcooke mũndũme Judea.","and by you to pass into Macedonia, and again from Macedonia to come to you, and to be sent forward by you on my journey to Judea."
2 Corinthians 1:17,"Hĩndĩ ĩrĩa ndaabangaga ũndũ ũcio- rĩ, kaĩ ndeekaga ũguo na itherũ? Kana hihi haaragĩria mĩbango yakwa na njĩra ya kĩ-mwĩrĩ nĩguo rĩmwe njugage, “Ĩĩ, ĩĩ,” na rĩrĩa rĩngĩ ngoiga “Aca, aca”?","When I therefore planned this, did I show fickleness? Or the things that I plan, do I plan according to the flesh, that with me there should be the “Yes, yes” and the “No, no?”"
2 Corinthians 1:18,"No ti-itherũ, o ta ũrĩa Ngai arĩ mwĩhokeku-rĩ, ndũmĩrĩri iitũ kũrĩ inyuĩ ti “Ĩĩ” na rĩngĩ “Aca.”","But as God is faithful, our word toward you was not “Yes and no.”"
2 Corinthians 1:19,"Nĩgũkorwo Mũrũ wa Ngai, Jesũ Kristũ, ũrĩa mwahunjĩirio ũhoro wake nĩ niĩ, na Sila, na Timotheo, ũhoro wake ndwarĩ wa kuuga, “Ĩĩ” ũgacooka ũkoiga “Aca,” no thĩinĩ wake gũtũũraga o “Ĩĩ.”","For the Son of God, Jesus Christ, who was preached among you by us—by me, Silvanus, and Timothy—was not “Yes and no,” but in him is “Yes.”"
2 Corinthians 1:20,"Nĩgũkorwo ciĩranĩro cia Ngai, o na cingĩhĩte atĩa-rĩ, ciothe nĩ “Ĩĩ” thĩinĩ wa Kristũ. Na nĩ ũndũ ũcio thĩinĩ wake, ithuĩ tũkoigaga “Ameni” nĩgeetha Ngai agoocagwo.","For however many are the promises of God, in him is the “Yes.” Therefore also through him is the “Amen”, to the glory of God through us."
2 Corinthians 1:21,"Na rĩrĩ, Ngai nĩwe ũtũmaga ithuĩ hamwe na inyuĩ twĩhaande wega thĩinĩ wa Kristũ. Nĩwe watũitĩrĩirie maguta,","Now he who establishes us with you in Christ and anointed us is God,"
2 Corinthians 1:22,"na agĩtwĩkĩra rũũri rwa kuonania atĩ tũrĩ ake, na agĩtũhe Roho wake thĩinĩ wa ngoro ciitũ arĩ ta mwĩhoko wa kũrũgamĩrĩra maũndũ marĩa magooka.",who also sealed us and gave us the down payment of the Spirit in our hearts.
2 Corinthians 1:23,"Ngai nĩwe mũira wakwa, na nĩoĩ atĩ niĩ ndaagire gũcooka Korinitho nĩ ũndũ wa kũmũcaaĩra.","But I call God for a witness to my soul, that to spare you, I didn’t come to Corinth."
2 Corinthians 1:24,"Ũguo ti kuuga atĩ nĩtũramwatha ũhoro-inĩ wa wĩtĩkio wanyu, no nĩ atĩ tũrutithanagia wĩra na inyuĩ nĩgeetha mũkenage, tondũ mũtũũrĩte mwĩhaandĩte wega nĩ ũndũ wa wĩtĩkio wanyu.","We don’t control your faith, but are fellow workers with you for your joy. For you stand firm in faith."
2 Corinthians 2:1,Nĩ ũndũ ũcio nĩgũtua ndaatuire itua atĩ ndikũmũceerera rĩngĩ ndĩmũiguithie kĩeha.,"But I determined this for myself, that I would not come to you again in sorrow."
2 Corinthians 2:2,"Tondũ- rĩ, ingĩkĩmũiguithia kĩeha-rĩ, nũũ ũngĩgĩtigara wa kũngenia, o tiga inyuĩ arĩa njiguithĩtie kĩeha?","For if I make you grieve, then who will make me glad but he who is made to grieve by me?"
2 Corinthians 2:3,"Ndamwandĩkĩire ũguo nĩgeetha rĩrĩa ngooka ndikanaiguithio kĩeha nĩ acio njagĩrĩirwo nĩgũkenio nĩo. Nĩ ndaarĩ na ũũmĩrĩru harĩ inyuĩ inyuothe atĩ nĩmũngĩagwatanĩire na niĩ gĩkeno-inĩ gĩakwa, nakĩo gĩtuĩke kĩanyu.","And I wrote this very thing to you, so that when I came, I wouldn’t have sorrow from them of whom I ought to rejoice; having confidence in you all that my joy would be shared by all of you."
